expiry_label,underlying_tenor,value
6Y,5Y,84.599999999999994
6Y,7Y,83.5
6Y,10Y,82.200000000000003
6Y,15Y,79.599999999999994
6Y,20Y,78.5
6Y,25Y,77.900000000000006
6Y,30Y,77.599999999999994
7Y,1Y,87
7Y,2Y,86.400000000000006
7Y,3Y,85.799999999999997
7Y,4Y,85
7Y,5Y,84.400000000000006
7Y,7Y,83.299999999999997
7Y,10Y,82.099999999999994
7Y,15Y,79.299999999999997
7Y,20Y,78.5
7Y,25Y,77.799999999999997
7Y,30Y,77.5
8Y,1Y,86.200000000000003
8Y,2Y,85.5
8Y,3Y,84.900000000000006
8Y,4Y,84.5
8Y,5Y,84.099999999999994
8Y,7Y,83
8Y,10Y,81.900000000000006
8Y,15Y,79.099999999999994
8Y,20Y,78.200000000000003
8Y,25Y,77.5
8Y,30Y,77.299999999999997
9Y,1Y,85.599999999999994
9Y,2Y,85
9Y,3Y,84.5
9Y,4Y,84.099999999999994
9Y,5Y,83.799999999999997
9Y,7Y,82.700000000000003
9Y,10Y,81.5
9Y,15Y,78.799999999999997
9Y,20Y,77.900000000000006
9Y,25Y,77.200000000000003
9Y,30Y,77
10Y,1Y,85.099999999999994
10Y,2Y,84.5
10Y,3Y,83.700000000000003
10Y,4Y,83.5
10Y,5Y,83.299999999999997
10Y,7Y,82.200000000000003
10Y,10Y,80.900000000000006
10Y,15Y,78.200000000000003
10Y,20Y,77.400000000000006
10Y,25Y,76.700000000000003
10Y,30Y,76.5
15Y,1Y,83.200000000000003
15Y,2Y,82.599999999999994
15Y,3Y,81.799999999999997
15Y,4Y,81.200000000000003
15Y,5Y,80.5
15Y,7Y,79.200000000000003
15Y,10Y,77.700000000000003
15Y,15Y,74.900000000000006
15Y,20Y,74.099999999999994
15Y,25Y,73.599999999999994
15Y,30Y,73.400000000000006
20Y,1Y,80.599999999999994
20Y,2Y,80.299999999999997
20Y,3Y,79.299999999999997
20Y,4Y,78.299999999999997
20Y,5Y,77.299999999999997
20Y,7Y,76.099999999999994
20Y,10Y,74.799999999999997
20Y,15Y,72
20Y,20Y,71.299999999999997
20Y,25Y,70.799999999999997
20Y,30Y,70.700000000000003
25Y,1Y,78
25Y,2Y,77.599999999999994
25Y,3Y,77.200000000000003
25Y,4Y,75.900000000000006
25Y,5Y,74.599999999999994
25Y,7Y,73.700000000000003
25Y,10Y,72.200000000000003
25Y,15Y,69.5
25Y,20Y,68.799999999999997
25Y,25Y,68.5
25Y,30Y,68.299999999999997
30Y,1Y,74.799999999999997
30Y,2Y,77.200000000000003
30Y,3Y,75.799999999999997
30Y,4Y,74.200000000000003
30Y,5Y,72.400000000000006
30Y,7Y,71
30Y,10Y,68.799999999999997
30Y,15Y,66
30Y,20Y,65.400000000000006
30Y,25Y,65.099999999999994
30Y,30Y,65.099999999999994
