expiry_label,underlying_tenor,value
9Y,15Y,78.099999999999994
9Y,20Y,77.200000000000003
9Y,25Y,76.5
9Y,30Y,76.299999999999997
10Y,1Y,84.599999999999994
10Y,2Y,83.700000000000003
10Y,3Y,83.099999999999994
10Y,4Y,82.900000000000006
10Y,5Y,82.700000000000003
10Y,7Y,81.599999999999994
10Y,10Y,80.299999999999997
10Y,15Y,77.5
10Y,20Y,76.599999999999994
10Y,25Y,75.900000000000006
10Y,30Y,75.700000000000003
15Y,1Y,82.700000000000003
15Y,2Y,82
15Y,3Y,81.299999999999997
15Y,4Y,80.700000000000003
15Y,5Y,80
15Y,7Y,78.700000000000003
15Y,10Y,77.200000000000003
15Y,15Y,74.400000000000006
15Y,20Y,73.400000000000006
15Y,25Y,72.799999999999997
15Y,30Y,72.700000000000003
20Y,1Y,80.099999999999994
20Y,2Y,79.799999999999997
20Y,3Y,78.700000000000003
20Y,4Y,77.799999999999997
20Y,5Y,76.799999999999997
20Y,7Y,75.700000000000003
20Y,10Y,74.299999999999997
20Y,15Y,71.5
20Y,20Y,70.599999999999994
20Y,25Y,70.099999999999994
20Y,30Y,70
25Y,1Y,77.5
25Y,2Y,77.099999999999994
25Y,3Y,76.700000000000003
25Y,4Y,75.5
25Y,5Y,74.099999999999994
25Y,7Y,73.200000000000003
25Y,10Y,71.799999999999997
25Y,15Y,69
25Y,20Y,68.099999999999994
25Y,25Y,67.799999999999997
25Y,30Y,67.599999999999994
30Y,1Y,74.400000000000006
30Y,2Y,76.799999999999997
30Y,3Y,75.299999999999997
30Y,4Y,73.700000000000003
30Y,5Y,72
30Y,7Y,70.599999999999994
30Y,10Y,68.400000000000006
30Y,15Y,65.5
30Y,20Y,64.799999999999997
30Y,25Y,64.5
30Y,30Y,64.400000000000006
